;Municipio;Total Abandono Escolar
82;BORACEIA;0,0
83;BORBOREMA;0,0
84;BOREBI;0,0
85;BOTUCATU;0,0
86;BRAGANCA PAULISTA;0,0
87;BRAUNA;0,0
88;BREJO ALEGRE;0,0
89;BRODOWSKI;0,0
90;BROTAS;0,0
91;BURI;0,0
92;BURITAMA;0,0
93;BURITIZAL;0,0
94;CABRALIA PAULISTA;0,0
95;CABREUVA;0,0
96;CACAPAVA;0,0
97;CACHOEIRA PAULISTA;0,0
98;CACONDE;0,0
99;CAFELANDIA;0,0
100;CAIABU;0,0
101;CAIEIRAS;0,0
102;CAIUA;0,0
103;CAJAMAR;0,0
104;CAJATI;0,0
105;CAJOBI;0,0
106;CAJURU;0,0
107;CAMPINA DO MONTE ALEGRE;0,0
108;CAMPINAS;0,0
109;CAMPO LIMPO PAULISTA;0,0
110;CAMPOS DO JORDAO;0,0
111;CAMPOS NOVOS PAULISTA;0,0
112;CANANEIA;0,0
113;CANAS;0,0
114;CANDIDO MOTA;0,0
115;CANDIDO RODRIGUES;0,0
116;CANITAR;0,0
117;CAPAO BONITO;0,0
118;CAPELA DO ALTO;0,0
119;CAPIVARI;0,0
120;CARAGUATATUBA;0,0
121;CARAPICUIBA;0,0
122;CARDOSO;0,0
123;CASA BRANCA;0,0
124;CASSIA DOS COQUEIROS;0,0
125;CASTILHO;0,0
126;CATANDUVA;0,0
127;CATIGUA;0,0
128;CEDRAL;0,0
129;CERQUEIRA CESAR;0,0
130;CERQUILHO;0,0
131;CESARIO LANGE;0,0
132;CHARQUEADA;0,0
133;CHAVANTES;0,0
134;CLEMENTINA;0,0
135;COLINA;0,0
136;COLOMBIA;0,0
137;CONCHAL;0,0
138;CONCHAS;0,0
139;CORDEIROPOLIS;0,0
140;COROADOS;0,0
141;CORONEL MACEDO;0,0
142;CORUMBATAI;0,0
143;COSMOPOLIS;0,0
144;COSMORAMA;0,0
145;COTIA;0,0
146;CRAVINHOS;0,0
147;CRISTAIS PAULISTA;0,0
148;CRUZALIA;0,0
149;CRUZEIRO;0,0
150;CUBATAO;0,0
151;CUNHA;0,0
152;DESCALVADO;0,0
153;DIADEMA;0,0
154;DIRCE REIS;0,0
155;DIVINOLANDIA;0,0
156;DOBRADA;0,0
157;DOIS CORREGOS;0,0
158;DOLCINOPOLIS;0,0
159;DOURADO;0,0
160;DRACENA;0,0
161;DUARTINA;0,0
162;DUMONT;0,0
163;ECHAPORA;0,0
164;ELDORADO;0,0
165;ELIAS FAUSTO;0,0
166;ELISIARIO;0,0
167;EMBAUBA;0,0
168;EMBU DAS ARTES;0,0
169;EMBU-GUACU;0,0
170;EMILIANOPOLIS;0,0
171;ENGENHEIRO COELHO;0,0
172;ESPIRITO SANTO DO PINHAL;0,0
173;ESPIRITO SANTO DO TURVO;0,0
174;ESTIVA GERBI;0,0
175;ESTRELA D'OESTE;0,0
176;ESTRELA DO NORTE;0,0
177;EUCLIDES DA CUNHA PAULISTA;0,0
178;FARTURA;0,0
179;FERNANDO PRESTES;0,0
180;FERNANDOPOLIS;0,0
181;FERNAO;0,0
182;FERRAZ DE VASCONCELOS;0,0
183;FLORA RICA;0,0
184;FLOREAL;0,0
185;FLORIDA PAULISTA;0,0
186;FLORÍNEA;0,0
187;FRANCA;0,0
188;FRANCISCO MORATO;0,0
189;FRANCO DA ROCHA;0,0
190;GABRIEL MONTEIRO;0,0
191;GALIA;0,0
192;GARCA;0,0
193;GASTAO VIDIGAL;0,0
194;GAVIAO PEIXOTO;0,0
195;GENERAL SALGADO;0,0
196;GETULINA;0,0
197;GLICERIO;0,0
198;GUAICARA;0,0
199;GUAIMBE;0,0
200;GUAIRA;0,0
201;GUAPIACU;0,0
202;GUAPIARA;0,0
203;GUARA;0,0
204;GUARACAI;0,0
205;GUARACI;0,0
206;GUARANI D'OESTE;0,0
207;GUARANTA;0,0
208;GUARARAPES;0,0
209;GUARAREMA;0,0
210;GUARATINGUETA;0,0
211;GUAREI;0,0
212;GUARIBA;0,0
213;GUARUJA;0,0
214;GUARULHOS;0,0
215;GUATAPARA;0,0
216;GUZOLANDIA;0,0
217;HERCULANDIA;0,0
218;HOLAMBRA;0,0
219;HORTOLANDIA;0,0
220;IACANGA;0,0
221;IACRI;0,0
222;IARAS;0,0
223;IBATE;0,0
224;IBIRA;0,0
225;IBIRAREMA;0,0
226;IBITINGA;0,0
227;IBIUNA;0,0
228;ICEM;0,0
229;IEPE;0,0
230;IGARACU DO TIETE;0,0
231;IGARAPAVA;0,0
232;IGARATA;0,0
233;IGUAPE;0,0
234;ILHA COMPRIDA;0,0
235;ILHA SOLTEIRA;0,0
236;ILHABELA;0,0
237;INDAIATUBA;0,0
238;INDIANA;0,0
239;INDIAPORA;0,0
240;INUBIA PAULISTA;0,0
241;IPAUSSU;0,0
242;IPERO;0,0
243;IPEUNA;0,0
244;IPIGUA;0,0
245;IPORANGA;0,0
246;IPUA;0,0
247;IRACEMAPOLIS;0,0
248;IRAPUA;0,0
249;IRAPURU;0,0
250;ITABERA;0,0
251;ITAI;0,0
252;ITAJOBI;0,0
253;ITAJU;0,0
254;ITANHAEM;0,0
255;ITAOCA;0,0
256;ITAPECERICA DA SERRA;0,0
257;ITAPETININGA;0,0
258;ITAPEVA;0,0
259;ITAPEVI;0,0
260;ITAPIRA;0,0
261;ITAPIRAPUA PAULISTA;0,0
262;ITAPOLIS;0,0
263;ITAPORANGA;0,0
264;ITAPUI;0,0
265;ITAPURA;0,0
266;ITAQUAQUECETUBA;0,0
267;ITARARE;0,0
268;ITARIRI;0,0
269;ITATIBA;0,0
270;ITATINGA;0,0
271;ITIRAPINA;0,0
272;ITIRAPUA;0,0
273;ITOBI;0,0
274;ITU;0,0
275;ITUPEVA;0,0
276;ITUVERAVA;0,0
277;JABORANDI;0,0
278;JABOTICABAL;0,0
279;JACAREI;0,0
280;JACI;0,0
281;JACUPIRANGA;0,0
282;JAGUARIUNA;0,0
283;JALES;0,0
284;JAMBEIRO;0,0
285;JANDIRA;0,0
286;JARDINOPOLIS;0,0
287;JARINU;0,0
288;JAU;0,0
289;JERIQUARA;0,0
290;JOANOPOLIS;0,0
291;JOAO RAMALHO;0,0
292;JOSE BONIFACIO;0,0
293;JULIO MESQUITA;0,0
294;JUMIRIM;0,0
295;JUNDIAI;0,0
296;JUNQUEIROPOLIS;0,0
297;JUQUIA;0,0
298;JUQUITIBA;0,0
299;LAGOINHA;0,0
300;LARANJAL PAULISTA;0,0
301;LAVINIA;0,0
302;LAVRINHAS;0,0
303;LEME;0,0
304;LENCOIS PAULISTA;0,0
305;LIMEIRA;0,0
306;LINDOIA;0,0
307;LINS;0,0
308;LORENA;0,0
309;LOURDES;0,0
310;LOUVEIRA;0,0
311;LUCELIA;0,0
312;LUCIANOPOLIS;0,0
313;LUIS ANTONIO;0,0
314;LUIZIANIA;0,0
315;LUPERCIO;0,0
316;LUTECIA;0,0
317;MACATUBA;0,0
318;MACAUBAL;0,0
319;MACEDONIA;0,0
320;MAGDA;0,0
321;MAIRINQUE;0,0
322;MAIRIPORA;0,0
323;MANDURI;0,0
324;MARABA PAULISTA;0,0
325;MARACAI;0,0
326;MARAPOAMA;0,0
327;MARIAPOLIS;0,0
328;MARILIA;0,0
329;MARINOPOLIS;0,0
330;MARTINOPOLIS;0,0
331;MATAO;0,0
332;MAUA;0,0
333;MENDONCA;0,0
334;MERIDIANO;0,0
335;MESOPOLIS;0,0
336;MIGUELOPOLIS;0,0
337;MINEIROS DO TIETE;0,0
338;MIRA ESTRELA;0,0
339;MIRACATU;0,0
340;MIRANDOPOLIS;0,0
341;MIRANTE DO PARANAPANEMA;0,0
342;MIRASSOL;0,0
343;MIRASSOLANDIA;0,0
344;MOCOCA;0,0
345;MOGI DAS CRUZES;0,0
346;MOGI GUACU;0,0
347;MOGI MIRIM;0,0
348;MOMBUCA;0,0
349;MONCOES;0,0
350;MONGAGUA;0,0
351;MONTE ALEGRE DO SUL;0,0
352;MONTE ALTO;0,0
353;MONTE APRAZIVEL;0,0
354;MONTE AZUL PAULISTA;0,0
355;MONTE CASTELO;0,0
356;MONTE MOR;0,0
357;MONTEIRO LOBATO;0,0
358;MORRO AGUDO;0,0
359;MORUNGABA;0,0
360;MOTUCA;0,0
361;MURUTINGA DO SUL;0,0
362;NANTES;0,0
363;NARANDIBA;0,0
364;NATIVIDADE DA SERRA;0,0
365;NAZARE PAULISTA;0,0
366;NEVES PAULISTA;0,0
367;NHANDEARA;0,0
368;NIPOA;0,0
369;NOVA ALIANCA;0,0
370;NOVA CAMPINA;0,0
371;NOVA CANAA PAULISTA;0,0
372;NOVA CASTILHO;0,0
373;NOVA EUROPA;0,0
374;NOVA GRANADA;0,0
375;NOVA GUATAPORANGA;0,0
376;NOVA INDEPENDENCIA;0,0
377;NOVA LUZITANIA;0,0
378;NOVA ODESSA;0,0
379;NOVAIS;0,0
380;NOVO HORIZONTE;0,0
381;NUPORANGA;0,0
382;OCAUCU;0,0
383;OLEO;0,0
384;OLIMPIA;0,0
385;ONDA VERDE;0,0
386;ORIENTE;0,0
387;ORINDIUVA;0,0
388;ORLANDIA;0,0
389;OSASCO;0,0
390;OSCAR BRESSANE;0,0
391;OSVALDO CRUZ;0,0
392;OURINHOS;0,0
393;OURO VERDE;0,0
394;OUROESTE;0,0
395;PACAEMBU;0,0
396;PALESTINA;0,0
397;PALMARES PAULISTA;0,0
398;PALMEIRA D'OESTE;0,0
399;PALMITAL;0,0
400;PANORAMA;0,0
401;PARAGUACU PAULISTA;0,0
402;PARAIBUNA;0,0
403;PARAISO;0,0
404;PARANAPANEMA;0,0
405;PARANAPUA;0,0
406;PARAPUA;0,0
407;PARDINHO;0,0
408;PARIQUERA-ACU;0,0
409;PARISI;0,0
410;PATROCINIO PAULISTA;0,0
411;PAULICEIA;0,0
412;PAULINIA;0,0
413;PAULISTANIA;0,0
414;PAULO DE FARIA;0,0
415;PEDERNEIRAS;0,0
416;PEDRA BELA;0,0
417;PEDRANOPOLIS;0,0
418;PEDREGULHO;0,0
419;PEDREIRA;0,0
420;PEDRINHAS PAULISTA;0,0
421;PEDRO DE TOLEDO;0,0
422;PENAPOLIS;0,0
423;PEREIRA BARRETO;0,0
424;PEREIRAS;0,0
425;PERUIBE;0,0
426;PIACATU;0,0
427;PIEDADE;0,0
428;PILAR DO SUL;0,0
429;PINDAMONHANGABA;0,0
430;PINDORAMA;0,0
431;PINHALZINHO;0,0
432;PIQUEROBI;0,0
433;PIQUETE;0,0
434;PIRACAIA;0,0
435;PIRACICABA;0,0
436;PIRAJU;0,0
437;PIRAJUI;0,0
438;PIRANGI;0,0
439;PIRAPORA DO BOM JESUS;0,0
440;PIRAPOZINHO;0,0
441;PIRASSUNUNGA;0,0
442;PIRATININGA;0,0
443;PITANGUEIRAS;0,0
444;PLANALTO;0,0
445;PLATINA;0,0
446;POA;0,0
447;POLONI;0,0
448;POMPEIA;0,0
449;PONGAI;0,0
450;PONTAL;0,0
451;PONTALINDA;0,0
452;PONTES GESTAL;0,0
453;POPULINA;0,0
454;PORANGABA;0,0
455;PORTO FELIZ;0,0
456;PORTO FERREIRA;0,0
457;POTIM;0,0
458;POTIRENDABA;0,0
459;PRACINHA;0,0
460;PRADOPOLIS;0,0
461;PRAIA GRANDE;0,0
462;PRATANIA;0,0
463;PRESIDENTE ALVES;0,0
464;PRESIDENTE BERNARDES;0,0
465;PRESIDENTE EPITACIO;0,0
466;PRESIDENTE PRUDENTE;0,0
467;PRESIDENTE VENCESLAU;0,0
468;PROMISSAO;0,0
469;QUADRA;0,0
470;QUATA;0,0
471;QUEIROZ;0,0
472;QUELUZ;0,0
473;QUINTANA;0,0
474;RAFARD;0,0
475;RANCHARIA;0,0
476;REDENCAO DA SERRA;0,0
477;REGENTE FEIJO;0,0
478;REGINOPOLIS;0,0
479;REGISTRO;0,0
480;RESTINGA;0,0
481;RIBEIRA;0,0
482;RIBEIRAO BONITO;0,0
483;RIBEIRAO BRANCO;0,0
484;RIBEIRAO CORRENTE;0,0
485;RIBEIRAO DO SUL;0,0
486;RIBEIRAO DOS INDIOS;0,0
487;RIBEIRAO GRANDE;0,0
488;RIBEIRAO PIRES;0,0
489;RIBEIRAO PRETO;0,0
490;RIFAINA;0,0
491;RINCAO;0,0
492;RINOPOLIS;0,0
493;RIO CLARO;0,0
494;RIO DAS PEDRAS;0,0
495;RIO GRANDE DA SERRA;0,0
496;RIOLANDIA;0,0
497;RIVERSUL;0,0
498;ROSANA;0,0
499;ROSEIRA;0,0
500;RUBIACEA;0,0
501;RUBINEIA;0,0
502;SABINO;0,0
503;SAGRES;0,0
504;SALES;0,0
505;SALES OLIVEIRA;0,0
506;SALESOPOLIS;0,0
507;SALMOURAO;0,0
508;SALTINHO;0,0
509;SALTO;0,0
510;SALTO DE PIRAPORA;0,0
511;SALTO GRANDE;0,0
512;SANDOVALINA;0,0
513;SANTA ADELIA;0,0
514;SANTA ALBERTINA;0,0
515;SANTA BARBARA D'OESTE;0,0
516;SANTA BRANCA;0,0
517;SANTA CLARA D'OESTE;0,0
518;SANTA CRUZ DA CONCEICAO;0,0
519;SANTA CRUZ DA ESPERANCA;0,0
520;SANTA CRUZ DAS PALMEIRAS;0,0
521;SANTA CRUZ DO RIO PARDO;0,0
522;SANTA ERNESTINA;0,0
523;SANTA FE DO SUL;0,0
524;SANTA GERTRUDES;0,0
525;SANTA ISABEL;0,0
526;SANTA LUCIA;0,0
527;SANTA MARIA DA SERRA;0,0
528;SANTA MERCEDES;0,0
529;SANTA RITA D'OESTE;0,0
530;SANTA RITA DO PASSA QUATRO;0,0
531;SANTA ROSA DE VITERBO;0,0
532;SANTA SALETE;0,0
533;SANTANA DA PONTE PENSA;0,0
534;SANTO ANASTACIO;0,0
535;SANTO ANDRE;0,0
536;SANTO ANTONIO DA ALEGRIA;0,0
537;SANTO ANTONIO DE POSSE;0,0
538;SANTO ANTONIO DO ARACANGUA;0,0
539;SANTO ANTONIO DO JARDIM;0,0
540;SANTO ANTONIO DO PINHAL;0,0
541;SANTO EXPEDITO;0,0
542;SANTOPOLIS DO AGUAPEI;0,0
543;SANTOS;0,0
544;SAO BENTO DO SAPUCAI;0,0
545;SAO BERNARDO DO CAMPO;0,0
546;SAO CAETANO DO SUL;0,0
547;SAO CARLOS;0,0
548;SAO FRANCISCO;0,0
549;SAO JOAO DA BOA VISTA;0,0
550;SAO JOAO DAS DUAS PONTES;0,0
551;SAO JOAO DE IRACEMA;0,0
552;SAO JOAO DO PAU D'ALHO;0,0
553;SAO JOAQUIM DA BARRA;0,0
554;SAO JOSE DA BELA VISTA;0,0
555;SAO JOSE DO BARREIRO;0,0
556;SAO JOSE DO RIO PARDO;0,0
557;SAO JOSE DO RIO PRETO;0,0
558;SAO JOSE DOS CAMPOS;0,0
559;SAO LOURENCO DA SERRA;0,0
560;SAO LUIZ DO PARAITINGA;0,0
561;SAO MANUEL;0,0
562;SAO MIGUEL ARCANJO;0,0
563;SAO PAULO;0,0
564;SAO PEDRO;0,0
565;SAO PEDRO DO TURVO;0,0
566;SAO ROQUE;0,0
567;SAO SEBASTIAO;0,0
568;SAO SEBASTIAO DA GRAMA;0,0
569;SAO SIMAO;0,0
570;SAO VICENTE;0,0
571;SARAPUI;0,0
572;SARUTAIA;0,0
573;SEBASTIANOPOLIS DO SUL;0,0
574;SERRA AZUL;0,0
575;SERRA NEGRA;0,0
576;SERRANA;0,0
577;SERTAOZINHO;0,0
578;SETE BARRAS;0,0
579;SEVERINIA;0,0
580;SILVEIRAS;0,0
581;SOCORRO;0,0
582;SOROCABA;0,0
583;SUD MENNUCCI;0,0
584;SUMARE;0,0
585;SUZANAPOLIS;0,0
586;SUZANO;0,0
587;TABAPUA;0,0
588;TABATINGA;0,0
589;TABOAO DA SERRA;0,0
590;TACIBA;0,0
591;TAGUAI;0,0
592;TAIACU;0,0
593;TAIUVA;0,0
594;TAMBAU;0,0
595;TANABI;0,0
596;TAPIRAI;0,0
597;TAPIRATIBA;0,0
598;TAQUARAL;0,0
599;TAQUARITINGA;0,0
600;TAQUARITUBA;0,0
601;TAQUARIVAI;0,0
602;TARABAI;0,0
603;TARUMA;0,0
604;TATUI;0,0
605;TAUBATE;0,0
606;TEJUPA;0,0
607;TEODORO SAMPAIO;0,0
608;TERRA ROXA;0,0
609;TIETE;0,0
610;TIMBURI;0,0
611;TORRE DE PEDRA;0,0
612;TORRINHA;0,0
613;TRABIJU;0,0
614;TREMEMBE;0,0
615;TRES FRONTEIRAS;0,0
616;TUIUTI;0,0
617;TUPA;0,0
618;TUPI PAULISTA;0,0
619;TURIUBA;0,0
620;TURMALINA;0,0
621;UBARANA;0,0
622;UBATUBA;0,0
623;UBIRAJARA;0,0
624;UCHOA;0,0
625;UNIAO PAULISTA;0,0
626;URANIA;0,0
627;URU;0,0
628;URUPES;0,0
629;VALENTIM GENTIL;0,0
630;VALINHOS;0,0
631;VALPARAISO;0,0
632;VARGEM;0,0
633;VARGEM GRANDE DO SUL;0,0
634;VARGEM GRANDE PAULISTA;0,0
635;VARZEA PAULISTA;0,0
636;VERA CRUZ;0,0
637;VINHEDO;0,0
638;VIRADOURO;0,0
639;VISTA ALEGRE DO ALTO;0,0
640;VITORIA BRASIL;0,0
641;VOTORANTIM;0,0
642;VOTUPORANGA;0,0
643;ZACARIAS;0,0
